id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1438060821683208192,1438060818151600128,2021-09-15 16:43:12 CST,2021-09-15,16:43:12,+0800,2879174564,gargic15,Gargi Chakravorty,,"The Research titled Nowhere To Hide, 2021 Threat Hunting found WIZARD SPIDER is behind targeted operation s using Ryuk &amp; Conti #ransomware @dynamicCISO",en,"[{'screen_name': 'dynamicciso', 'name': 'dynamicciso', 'id': '978888530788257794'}]",[],[],0,0,0,['ransomware'],[],https://twitter.com/gargic15/status/1438060821683208192,False,,0,,,,,,,,[],,,,
1438060813965795328,1438060813965795328,2021-09-15 16:43:10 CST,2021-09-15,16:43:10,+0800,219218607,nailovsky,Andrew McPherson,,#AtomSilo #ransomware Removal Instructions. How to decrypt .atomsilo files?  https://t.co/MNCev1PVRB via @YouTube,en,"[{'screen_name': 'youtube', 'name': 'youtube', 'id': '10228272'}]",['https://youtu.be/Bvl_-ATcUeg'],[],0,0,0,"['atomsilo', 'ransomware']",[],https://twitter.com/nailovsky/status/1438060813965795328,False,,0,,,,,,,,[],,,,
1438060484490579975,1438060484490579975,2021-09-15 16:41:52 CST,2021-09-15,16:41:52,+0800,219218607,nailovsky,Andrew McPherson,,How to delete the #WIOT #DJVU #ransomware? Scan your #Windows11 #PC with Combo Cleaner via  https://t.co/jxfSgB42j9    https://t.co/FSbfVM7zAy via @YouTube,en,"[{'screen_name': 'youtube', 'name': 'youtube', 'id': '10228272'}]","['https://www.system-tips.net/download-combo-cleaner', 'https://youtu.be/m6EOeztfVNI']",[],0,0,0,"['wiot', 'djvu', 'ransomware', 'windows11', 'pc']",[],https://twitter.com/nailovsky/status/1438060484490579975,False,,0,,,,,,,,[],,,,
1438060020697022466,1438060020697022466,2021-09-15 16:40:01 CST,2021-09-15,16:40:01,+0800,815254500,ankaaengine,ANKAA PMO®,,"Les attaques par ransomware continuent d’augmenter, avec une hausse de 93 % par rapport à l’année dernière  #ankaa #technologies #actualités #sécuritédelinformationetdusi #sécuritédelinformation #sécuritédusystèmedinformation   https://t.co/AlbBRGiSkg",fr,[],['https://buff.ly/3hu3tVZ'],[],0,0,0,"['ankaa', 'technologies', 'actualités', 'sécuritédelinformationetdusi', 'sécuritédelinformation', 'sécuritédusystèmedinformation']",[],https://twitter.com/AnkaaEngine/status/1438060020697022466,False,,0,,,,,,,,[],,,,
1438059298786062342,1438059298786062342,2021-09-15 16:37:09 CST,2021-09-15,16:37:09,+0800,1066994215710797824,ticurjc,ticurjc,,Estas son las variantes de  #ransomware más preocupantes  https://t.co/JZyqPWwqtM  https://t.co/JZyqPWwqtM,es,[],"['https://revistabyte.es/ciberseguridad/variantes-ransomware-preocupantes/', 'https://revistabyte.es/ciberseguridad/variantes-ransomware-preocupantes/']",[],0,0,0,['ransomware'],[],https://twitter.com/ticurjc/status/1438059298786062342,False,,0,,,,,,,,[],,,,
1438058899551232005,1438058899551232005,2021-09-15 16:35:34 CST,2021-09-15,16:35:34,+0800,316373078,informazionecs,Comunicati Stampa,,"Le aziende di servizi finanziari colpite da Ransomware spendono più di 2 milioni di dollari  per il ripristino delle proprie attività, come emerso dalla ricerca Sophos “The State of Ransomware”   https://t.co/lwhWMd1EbI",it,[],['https://www.informazione.it/c/3930739A-3359-4395-B9C7-83E603218364/Le-aziende-di-servizi-finanziari-colpite-da-Ransomware-spendono-piu-di-2-milioni-di-dollari-per-il-ripristino-delle-proprie-attivita-come-emerso-dalla-ricerca-Sophos-The-State-of-Rans'],[],0,0,0,[],[],https://twitter.com/informazionecs/status/1438058899551232005,False,,0,,,,,,,,[],,,,
1438058640695611396,1438058640695611396,2021-09-15 16:34:32 CST,2021-09-15,16:34:32,+0800,1036622751547711490,eontd,EON Transformacion Digital,,Descubre cómo un sistema de #BackUp  te ayudará a evitar ataques #ransomware. Vía @CloudMasters_ES   https://t.co/6Ysbnnjtj7,es,"[{'screen_name': 'cloudmasters_es', 'name': 'cloudmasters', 'id': '1131176856131129345'}]",['https://www.cloudmasters.es/como-sistema-backup-ayudara-evitar-ransomware-consecuencias/'],[],0,2,0,"['backup', 'ransomware']",[],https://twitter.com/EONTD/status/1438058640695611396,False,,0,,,,,,,,[],,,,
1438058533304500229,1438058533304500229,2021-09-15 16:34:06 CST,2021-09-15,16:34:06,+0800,1259775212079378433,gemrajtechs,Gemraj Technologies,,"5 more hours to go for ""Protection At A Snap"".   Get your free seat now! Hurry!  https://t.co/NK1n3jc90P  #cybersecurity #webinar #gtl #kaspersky #cloud #cloudsecurity #ransomware #hacking #hackers #it #technology",en,[],['https://www.linkedin.com/events/6830451194750730240/'],[],0,0,0,"['cybersecurity', 'webinar', 'gtl', 'kaspersky', 'cloud', 'cloudsecurity', 'ransomware', 'hacking', 'hackers', 'it', 'technology']",[],https://twitter.com/Gemrajtechs/status/1438058533304500229,False,,0,,,,,,,,[],,,,
1438058275157725185,1438058275157725185,2021-09-15 16:33:05 CST,2021-09-15,16:33:05,+0800,222867060,dolbucksl,Dolbuck | Ciberseguridad,,El sector educativo experimenta un aumento del 29% en los #ciberataques  ➡️@elEconomistaes   #ciberseguridad #teletrabajo #ransomware  https://t.co/MAP7SyAyRK,es,"[{'screen_name': 'eleconomistaes', 'name': 'eleconomista.es', 'id': '166507237'}]",['https://www.eleconomista.es/ecoaula/noticias/11381919/09/21/El-sector-educativo-experimenta-un-aumento-del-29-en-los-ataques-contra-instituciones-en-todo-el-mundo.html'],[],0,0,0,"['ciberataques', 'ciberseguridad', 'teletrabajo', 'ransomware']",[],https://twitter.com/dolbucksl/status/1438058275157725185,False,,0,,,,,,,,[],,,,
1438057924044144644,1428495510839734277,2021-09-15 16:31:41 CST,2021-09-15,16:31:41,+0800,1972907592,trialbytruth,Infospectives,,"@DinisCruz @manicode @DivineOps @securingdev @lewiada @niallm @sec_tigger @madplatt @psiinon @txs @c0dmtr1x @gmfpanda @xmoxxen @_mwc @0xfde @vanderaj @owasp @wardleymaps @swardley @opensecsummit @oneraindrop Attempting to model risk, in actuarial sense, likely pressing ML / AI into service, is 💯the only logical next step, but the lack of tail data still hobbles cyber insurance. They are very over exposed, as evidenced by hike in premiums / exclusions in wake of ransomware tsunami",en,[],[],[],1,0,0,[],[],https://twitter.com/TrialByTruth/status/1438057924044144644,False,,0,,,,,,,,"[{'screen_name': 'DinisCruz', 'name': 'Dinis Cruz', 'id': '16355225'}, {'screen_name': 'manicode', 'name': 'Jim Manico', 'id': '55695175'}, {'screen_name': 'DivineOps', 'name': 'Sasha Rosenbaum 💉💉', 'id': '444131405'}, {'screen_name': 'securingdev', 'name': 'Keith Hoodlet', 'id': '738121668829274112'}, {'screen_name': 'lewiada', 'name': 'Adam Lewis', 'id': '342715334'}, {'screen_name': 'niallm', 'name': 'Niall Murphy', 'id': '6297992'}, {'screen_name': 'sec_tigger', 'name': 'Avi Douglen', 'id': '213620877'}, {'screen_name': 'madplatt', 'name': 'Mario Platt', 'id': '988472005803565056'}, {'screen_name': 'psiinon', 'name': 'Simon Bennetts', 'id': '182518117'}, {'screen_name': 'txs', 'name': 'Tyler Shields', 'id': '15256637'}, {'screen_name': 'c0dmtr1x', 'name': 'Michael finally vaccinated', 'id': '2587112124'}, {'screen_name': 'gmfpanda', 'name': 'gmfpanda', 'id': '14178206'}, {'screen_name': 'xmoxxen', 'name': 'Joe Blanchard', 'id': '198692083'}, {'screen_name': '_mwc', 'name': 'Michael Coates', 'id': '16364066'}, {'screen_name': '0xfde', 'name': 'Spyros', 'id': '137155908'}, {'screen_name': 'vanderaj', 'name': 'Andrew van der Stock', 'id': '25798476'}, {'screen_name': 'owasp', 'name': 'owasp', 'id': '16048357'}, {'screen_name': 'wardleymaps', 'name': ""⚠ Krzysztof 'Chris' Daniel"", 'id': '2530573304'}, {'screen_name': 'swardley', 'name': 'Simon Wardley', 'id': '8592732'}, {'screen_name': 'opensecsummit', 'name': 'Open Security Summit', 'id': '964508417514725377'}, {'screen_name': 'oneraindrop', 'name': 'gunnar peterson', 'id': '17125192'}]",,,,
