id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1437873145919066112,1437872015428538370,2021-09-15 04:17:27 CST,2021-09-15,04:17:27,+0800,1437831671605186563,thedeadiocs,locs,,@6Kold @Duhvne Wyw im w a handi,pl,[],[],[],1,0,0,[],[],https://twitter.com/TheDeadIocs/status/1437873145919066112,False,,0,,,,,,,,"[{'screen_name': '6Kold', 'name': 'K', 'id': '2517907165'}, {'screen_name': 'Duhvne', 'name': '☂️', 'id': '1014324619497615360'}]",,,,
1437872966604255236,1437872015428538370,2021-09-15 04:16:44 CST,2021-09-15,04:16:44,+0800,1437831671605186563,thedeadiocs,locs,,@Duhvne Link $20 me and @Jake6x,en,"[{'screen_name': 'jake6x', 'name': 'jakeful', 'id': '1180794395802472448'}]",[],[],1,0,0,[],[],https://twitter.com/TheDeadIocs/status/1437872966604255236,False,,0,,,,,,,,"[{'screen_name': 'Duhvne', 'name': '☂️', 'id': '1014324619497615360'}]",,,,
1437865860971048960,1437865860971048960,2021-09-15 03:48:30 CST,2021-09-15,03:48:30,+0800,1559767622,jonsingalong,APTKimchi,,Anyone got a good regex for defanged IOCs? Specifically to account for inconsistently defanged IOCs eg 127.0.0[.]1 vs 127[.]0[.]0[.]1 I need a pattern to catch both and my brain is burnt.,en,[],[],[],0,0,0,[],[],https://twitter.com/Jonsingalong/status/1437865860971048960,False,,0,,,,,,,,[],,,,
1437855192268120072,1437855192268120072,2021-09-15 03:06:06 CST,2021-09-15,03:06:06,+0800,1424369893,cpardue09,Chris Pardue,,#ln -s :malware_traffic: RT @Unit42_Intel: 2021-09-13 (Monday) - #TA551 (#Shathak) campaign pushes #Trickbot with #DarkVNC and #CobaltStrike - List of IOCs availabl…,en,"[{'screen_name': 'unit42_intel', 'name': 'unit 42', 'id': '4487645412'}]",[],[],0,0,0,"['ln', 'ta551', 'shathak', 'trickbot', 'darkvnc', 'cobaltstrike']",[],https://twitter.com/cpardue09/status/1437855192268120072,False,,0,,,,,,,,[],,,,
1437846510495014919,1437846510495014919,2021-09-15 02:31:36 CST,2021-09-15,02:31:36,+0800,73958544,sim_climate,"Earth, oceans, climate, geoethics, simulation",,"""Gas bag politicians won’t show you the data that matter because that would reveal their miserable performances. ... many must be blatant hypocrites."" #temperature #climatecrisis #geoethics #globalheating #ghgemissions  @IOCS_climate @SustainTrends @Recyc… https://t.co/Gn4casBZE1",en,"[{'screen_name': 'iocs_climate', 'name': 'iocs, inter- ocean-climate school', 'id': '1370665516654809093'}, {'screen_name': 'sustaintrends', 'name': 'sustainabilitytrends', 'id': '1348675178318893056'}, {'screen_name': 'recyc', 'name': 'anthony', 'id': '48445395'}]",['https://lnkd.in/dwbPbBYG'],[],0,1,0,"['temperature', 'climatecrisis', 'geoethics', 'globalheating', 'ghgemissions']",[],https://twitter.com/sim_climate/status/1437846510495014919,False,,0,,,,,,,,[],,,,
1437838823656935429,1437838823656935429,2021-09-15 02:01:03 CST,2021-09-15,02:01:03,+0800,269426573,whoisxmlapi,WhoisXML API,,"Check our article where we investigate &amp; profile some of the #NSO Group’s currently active infrastructure &amp; provide #IoCs, including PII, which could assist in ongoing cyber-attack attribution campaigns:  https://t.co/81Khv3I4vn  #DomainIntel #CyberSecurity #malware #spyware",en,[],['https://main.whoisxmlapi.com/exposing-a-currently-active-nso-spyware-groups-domain-portfolio-an-osint-analysis?mc=socialmedia'],[],0,0,0,"['nso', 'iocs', 'domainintel', 'cybersecurity', 'malware', 'spyware']",[],https://twitter.com/whoisxmlapi/status/1437838823656935429,False,,0,,,,,,,,[],,,,
1437802890660306950,1437802865364512768,2021-09-14 23:38:16 CST,2021-09-14,23:38:16,+0800,1336705363517853696,cybertotz,cybertotz,,@hatching_io You couldn't get an #IOC during the IOC-mating season in a field full of horny IOC's if you smeared your body with IOC musk and did the IOC mating dance. Thanks @hatching_io for giving us the the IOCs,en,"[{'screen_name': 'hatching_io', 'name': 'hatching', 'id': '995410304455643141'}]",[],[],0,0,1,['ioc'],[],https://twitter.com/cybertotz/status/1437802890660306950,False,,0,,,,,,,,"[{'screen_name': 'hatching_io', 'name': 'Hatching', 'id': '995410304455643141'}]",,,,
1437797186348146688,1437797186348146688,2021-09-14 23:15:36 CST,2021-09-14,23:15:36,+0800,781882041465909249,rfordonsecurity,Richard Ford,,Nice coverage via @TheHackersNews:  https://t.co/iZWvtUNJ4U Just because something comes through Google doesn't mean it's safe. Update your #IOCs for #Cybersecurity goodness (and also take off every Zig).,en,"[{'screen_name': 'thehackersnews', 'name': 'the hacker news', 'id': '209811713'}]",['https://thehackernews.com/2021/09/new-stealthier-zloader-variant.html'],[],0,1,1,"['iocs', 'cybersecurity']",[],https://twitter.com/rfordonsecurity/status/1437797186348146688,False,,0,,,,,,,,[],,,,
1437795306574422032,1437795303764205574,2021-09-14 23:08:08 CST,2021-09-14,23:08:08,+0800,780760200458317824,paul_masek,Paul Masek,,"Counter Counter Counter Cyber Threat Intel - Create detections not based on potentially fragile IoCs such as filenames, but based on base conditions like a new entry in the registry - (term and example thanks to @jaredcatkinson here:  https://t.co/YwFrujfMGW)  3/4",en,"[{'screen_name': 'jaredcatkinson', 'name': 'jared atkinson', 'id': '1608740100'}]",['http://posts.specterops.io/thoughts-on-detection-3c5cab66f511'],[],1,0,2,[],[],https://twitter.com/paul_masek/status/1437795306574422032,False,,0,,,,,,,,[],,,,
1437795305177628676,1437795303764205574,2021-09-14 23:08:08 CST,2021-09-14,23:08:08,+0800,780760200458317824,paul_masek,Paul Masek,,Counter Counter Cyber Threat Intel aka Defense Evasion - Know what IoCs defenders are using most commonly and avoid those to evade detection 2/4,en,[],[],[],1,0,0,[],[],https://twitter.com/paul_masek/status/1437795305177628676,False,,0,,,,,,,,[],,,,
